Timestamp_t1	Position(x)_t1	Position(y)_t1	Position(z)_t1	Orientation(x)_t1	Orientation(y)_t1	Orientation(z)_t1	Orientation(w)_t1	Timestamp_t2	Position(x)_t2	Position(y)_t2	Position(z)_t2	Orientation(x)_t2	Orientation(y)_t2	Orientation(z)_t2	Orientation(w)_t2	Pilot(x)	Pilot(y)	Pilot(z)	PilotRot(x)	PilotRot(y)	PilotRot(z)	PilotRot(w)	Frame_id1	Frame_id2	ImageName
1580754220309	-7.1684	-8.7385	0.452	0.7060102	0.015059099999999999	-0.016048899999999998	0.707707	1580754220359	-7.1684	-8.7385	0.3441	0.7060809	0.0147056	-0.015553999999999998	0.7076363	-7.227241133123583	-8.816261133123584	1.4825688668764174	0.1730492880141145	-0.06894979083777852	-0.36366250647232784	0.9127154275279337	0	1	img_PilotCamera_Segmentation_1580754220354.jpg,img_FrontCenter_Segmentation_1580754220359.jpg
1580754222111	-7.1683	-8.7386	0.3223	0.7049497	0.0019088999999999998	-0.0026159	0.7090502999999999	1580754222162	-7.1683	-8.7386	0.3723	0.7050204	0.0019088999999999998	-0.0026159	0.7089795999999999	-7.195678528453677	-8.784698528453678	1.5141314715463234	-0.11876738529893173	0.143990305794333	0.7578808647279162	-0.6251221439892972	2	3	img_PilotCamera_Segmentation_1580754222156.jpg,img_FrontCenter_Segmentation_1580754222162.jpg
1580754222217	-7.1683	-8.7386	0.4162	0.7050204	0.0012019	-0.0031815	0.7089795999999999	1580754222271	-7.1683	-8.7386	0.4797	0.7050911	-0.0019795999999999993	-0.006221599999999999	0.7089089	-7.304417631406507	-8.893437631406506	1.405392368593494	-0.1613281296496766	0.22111470877264694	0.7769859355960612	-0.5668989116536017	4	5	img_PilotCamera_Segmentation_1580754222266.jpg,img_FrontCenter_Segmentation_1580754222271.jpg
1580754222323	-7.1683	-8.7386	0.5303	0.7050911	-0.0068579	-0.0109585	0.7087675	1580754222371	-7.1683	-8.7386	0.5713	0.7050911	-0.012301799999999998	-0.016402399999999998	0.7086261	-7.028978728014488	-8.61799872801449	1.680831271985512	0.06178805779115771	0.01915829845813854	0.295534864898551	0.9531392023959462	6	7	img_PilotCamera_Segmentation_1580754222367.jpg,img_FrontCenter_Segmentation_1580754222371.jpg
1580754222425	-7.1683	-8.7386	0.6211	0.7049496999999999	-0.0206444	-0.024603599999999996	0.7083433	1580754222477	-7.1683	-8.7386	0.6571	0.7048082999999999	-0.026866	-0.030825199999999997	0.7080604999999999	-6.988415292991618	-8.57743529299162	1.7213947070083817	0.04476749476967722	0.2051072600278057	0.95522677884672	0.20849144891350468	8	9	img_PilotCamera_Segmentation_1580754222472.jpg,img_FrontCenter_Segmentation_1580754222477.jpg
1580754222528	-7.1683	-8.7386	0.6948	0.7045255	-0.0347137	-0.038531499999999996	0.7076363	1580754222580	-7.1683	-8.7386	0.7333	0.7038892	-0.044823800000000004	-0.0486416	0.707	-7.029617076622954	-8.618637076622955	1.6801929233770465	0.04886798326504322	0.03461541710522811	0.5769865471619542	0.8145552267982598	10	11	img_PilotCamera_Segmentation_1580754222574.jpg,img_FrontCenter_Segmentation_1580754222580.jpg
1580754224944	-7.763	-8.6001	2.0867	0.4437132	-0.5455211999999999	-0.5183724	0.48627459999999995	1580754224998	-7.7982	-8.5971	2.0943	0.4462584	-0.5441779	-0.5218366999999999	0.48174979999999995	-7.360858454414333	-8.925938454414334	1.4396515455856669	0.9331138566827611	0.011318295033112956	0.004359091376312209	0.3593764391088263	12	13	img_PilotCamera_Segmentation_1580754224991.jpg,img_FrontCenter_Segmentation_1580754224998.jpg
1580754225051	-7.8315	-8.5943	2.0957	0.4481673	-0.5431881	-0.5246646999999999	0.4781441	1580754225103	-7.8629	-8.5917	2.0924	0.44993479999999997	-0.5421275999999999	-0.526715	0.4753868	-6.990941508622949	-8.55602150862295	1.8095684913770502	0.6461587029126772	0.4716659360476514	0.35375726359741544	0.48462972863266235	14	15	img_PilotCamera_Segmentation_1580754225098.jpg,img_FrontCenter_Segmentation_1580754225103.jpg
1580754225158	-7.8984	-8.5888	2.0869	0.45297489999999996	-0.5400773	-0.5274926999999999	0.4739021	1580754225208	-7.9301	-8.5862	2.0811	0.4566512999999999	-0.53732	-0.5268564	0.47418489999999996	-7.241597317357023	-8.806677317357023	1.5589126826429773	0.8760276019964855	0.3010168164146521	0.12244133003255268	0.356332201008742	16	17	img_PilotCamera_Segmentation_1580754225204.jpg,img_FrontCenter_Segmentation_1580754225208.jpg
1580754225259	-7.964	-8.5835	2.0739	0.4614589	-0.5335728999999999	-0.5249475	0.47602310000000003	1580754225309	-7.994	-8.5811	2.0668	0.46647859999999997	-0.5293309	-0.5219781	0.47892179999999995	-8.668743736425027	-9.144973736425026	1.5425762635749738	0.8016274009102717	-0.2564823085860005	-0.16455942541633953	0.5143253163114591	18	19	img_PilotCamera_Segmentation_1580754225304.jpg,img_FrontCenter_Segmentation_1580754225309.jpg
